DMS_id,n,EU,AU,frac_split,min_pair_rho,min_pair,min_pair2,min_pair2_rho,max_pair,max_pair_rho,dev_MSA_Potts,cen_MSA_Potts,dev_Evo_Conservation,cen_Evo_Conservation,dev_MSA_Conditioned,cen_MSA_Conditioned,dev_ESM_Masked,cen_ESM_Masked,dev_AR_PLM,cen_AR_PLM,dev_xTrimoPGLM,cen_xTrimoPGLM,dev_Inverse_Folding,cen_Inverse_Folding,dev_Struct_PLM,cen_Struct_PLM,dev_Struct_MSA_Hybrid,cen_Struct_MSA_Hybrid,dev_CNN_RNN,cen_CNN_RNN,EU_pct,AU_pct,taxon,coarse_selection_type,selection_assay,seq_len,MSA_Neff_L,MSA_num_seqs,MSA_perc_cov,MSA_Neff_L_category,region_mutated,UniProt_ID,source_organism,DMS_number_multiple_mutants,rho_ens,rho_best_single,rho_MSA_Potts,rho_Evo_Conservation,rho_MSA_Conditioned,rho_ESM_Masked,rho_AR_PLM,rho_xTrimoPGLM,rho_Inverse_Folding,rho_Struct_PLM,rho_Struct_MSA_Hybrid,rho_CNN_RNN
ACE2_HUMAN_Chan_2020,2223,0.11370131278820107,0.12075162147050651,0.1794871794871795,0.3929671182110233,AR_PLM vs Inverse_Folding,MSA_Potts vs Inverse_Folding,0.3984727659965825,MSA_Conditioned vs CNN_RNN,0.9401585000905873,0.09967378489053798,0.7748422125745953,0.08610969291652106,0.8082160146702305,0.05064399524943598,0.8539952158549309,0.06647422390017746,0.8349991218574125,0.09849538491487493,0.7653076031563825,0.07552037623538914,0.8132515397699774,0.15964707898794128,0.5237246712028669,0.09639057503962682,0.7487312021666419,0.06862882066850153,0.8229737152861019,0.06140406862996061,0.830981148576093,51.0,61.0,Human,Binding,Binding affinity,805,1.97,11106,0.743,Medium,19-518,ACE2_HUMAN,Homo sapiens,0,0.271798648770116,0.2526544938884999,0.2312792060695897,0.2175558841418119,0.2519990575517519,0.2626572827122241,0.2077763341802604,0.1988147747612267,0.3123944057738238,0.2824771111784084,0.2624876032042982,0.2169323898755288
ADRB2_HUMAN_Jones_2020,7800,0.08910349197052408,0.09631841786638341,0.06,0.6587401520965706,MSA_Potts vs Inverse_Folding,AR_PLM vs Inverse_Folding,0.7264372173823743,MSA_Conditioned vs ESM_Masked,0.9563689042090913,0.08078789502520271,0.8446999960633558,0.056030864014902475,0.8953395188076301,0.04505281284242823,0.9114755437372426,0.052400025202717505,0.9023728389320677,0.07755294926583388,0.8701986192000448,0.06624994247205786,0.8817979571495073,0.12026744028051721,0.7367965676153321,0.07110230714442252,0.8584111306197164,0.05321925104098181,0.8964480111308113,0.047728648367302215,0.9043013844157028,4.0,9.0,Human,Activity,"transcription (luciferase reporter, isoproterenol (beta2AR agonist)-induced)",413,67.99,204722,0.712,Medium,2-413,ADRB2_HUMAN,Homo sapiens,0,0.564182440139859,0.5259954027375717,0.5125772513178556,0.5482467675749403,0.5476954762290784,0.5441814266042504,0.5347655501383285,0.5351434987203336,0.4716992470524194,0.5581564745460864,0.5567562370513327,0.5437353483424008
AICDA_HUMAN_Gajula_2014_3cycles,209,0.12849126112302517,0.12997358246428511,0.28708133971291866,0.38283447157643147,ESM_Masked vs Inverse_Folding,Inverse_Folding vs Struct_PLM,0.3944256179447849,MSA_Conditioned vs CNN_RNN,0.9016894623051528,0.10460688476301672,0.7316620297708175,0.09044969971688682,0.7444949922209804,0.06460169562662638,0.8131055403117498,0.10076234518440512,0.7193704704008903,0.10099204078050715,0.7420411842466846,0.10232519096785023,0.6774347195680821,0.14889234831314915,0.534206456764995,0.11249208275146327,0.6511464638420558,0.09714979052677365,0.7090477737854166,0.08946376380272124,0.7443404617262561,77.0,76.0,Human,Activity,Enzymatic activity,198,18.4,18148,0.879,Medium,113-123,AICDA_HUMAN,Homo sapiens,0,0.4818166828613819,0.3991407431019161,0.4487545127103726,0.4467814964704779,0.4509588802172213,0.3938772648386037,0.4041187555030795,0.3355923115661861,0.3904797365677273,0.4026878048055903,0.4885961005317675,0.44795149478627
AMFR_HUMAN_Tsuboyama_2023_4G3O,2972,0.10551867902955063,0.10851107198752037,0.1426648721399731,0.537259532910786,MSA_Potts vs AR_PLM,AR_PLM vs Inverse_Folding,0.5841790315725278,Struct_PLM vs Struct_MSA_Hybrid,0.9756663485908712,0.0851863580044525,0.8242251013980534,0.07161389130916518,0.8399009552337551,0.0567918450173807,0.8713087286240325,0.05258487018362501,0.8701446403747171,0.13895685286390638,0.6312143595531803,0.09166928569746527,0.7954777881877867,0.10006878163592967,0.7555834481642809,0.05899109876719881,0.8660266007230591,0.05954866929082986,0.8632081899408199,0.08590510458914576,0.811586219009438,31.0,29.0,Human,Stability,Stability,47,26.51,17787,0.872,Medium,1-47,AMFR_HUMAN,Homo sapiens,2152,0.2819384015970304,0.4959262418987424,0.4117421705849738,0.3573256596443057,0.2932284238519383,0.3314324618214811,-0.1299094270953854,0.1342284573608622,0.3242333358447095,0.3927677695312339,0.4028188201493975,0.1103721250421885
AMIE_PSEAE_Wrenbeck_2017,6227,0.12615630990133483,0.12556122802840988,0.281997751726353,0.4242518150958035,AR_PLM vs Inverse_Folding,MSA_Potts vs Inverse_Folding,0.4671256882617051,MSA_Potts vs MSA_Conditioned,0.9061413474827857,0.11386613964699231,0.6928987169536667,0.09206021491888179,0.755374918689376,0.07602414570969919,0.7929676112037725,0.09066448927965194,0.7474505929807023,0.11829613293820783,0.68389610425539,0.09061063056891715,0.7448644282230497,0.1438651320527439,0.5632540845535438,0.0999381697668135,0.7236118501902769,0.06964707130967403,0.7872074462222453,0.08822000941194984,0.742754429610747,77.0,69.0,Prokaryote,Activity,Enzyme function,346,89.1,140703,0.725,Medium,1-341,AMIE_PSEAE,Pseudomonas aeruginosa,0,0.6754514251676692,0.5053121692927985,0.4929474808790755,0.6341723950686563,0.615292310603649,0.6318710892642605,0.551550772946969,0.6541642784713673,0.4346803017132784,0.6193744605385664,0.645255738292694,0.5633614524798084
ANCSZ_Hobbs_2022,4670,0.10465717403277494,0.11340109156609829,0.08586723768736616,0.5847815583249643,Inverse_Folding vs CNN_RNN,xTrimoPGLM vs Inverse_Folding,0.6544875872202824,MSA_Conditioned vs ESM_Masked,0.9566613306693745,0.08309300025830434,0.830973945431412,0.06364206967491864,0.864952357284903,0.04853624132043951,0.8882295361903688,0.05893021656296282,0.8705782326129028,0.08355064828273473,0.8303034790616133,0.07853126934416682,0.8300590793020324,0.12263651842443528,0.6894639191308086,0.07387908758962318,0.8433321038597608,0.06335534269648324,0.8641581243452847,0.11881214244337558,0.7054446681532841,29.0,42.0,Eukaryote,Activity,successful phosphorylation of bait peptide,627,1.79,7424,1.0,Medium,352-627,ANCSZ,Reconstructed ancestor,0,0.5898223736496614,0.5983120347739389,0.5210734568008254,0.5724256964348634,0.56804726464362,0.5919459763802434,0.5107846981932889,0.515024718477766,0.4568745982876547,0.6151683002431425,0.5928007741812796,0.4769363106436436
ARGR_ECOLI_Tsuboyama_2023_1AOY,1287,0.11645353425084447,0.11172371525632063,0.20046620046620048,0.541141691716713,MSA_Potts vs Inverse_Folding,xTrimoPGLM vs Inverse_Folding,0.5798130224951166,Evo_Conservation vs MSA_Conditioned,0.9267404858393451,0.10715559153787592,0.7394265447514684,0.08291085299632307,0.8082176900230197,0.0655972391015126,0.8488965105002949,0.07208174426511645,0.8268604161503215,0.10638607701544765,0.7591842177022083,0.10157106699453242,0.740048267459867,0.1299380552682806,0.6736306182083586,0.08332118829399326,0.807034113166369,0.07148413185709222,0.8282951191386607,0.07914862771117627,0.7974834403877435,60.0,37.0,Prokaryote,Stability,Stability,69,54.24,21443,0.913,Medium,1-69,ARGR_ECOLI,Escherichia coli,0,0.5840622893350584,0.5982014581987535,0.4345119565837985,0.4859423838199256,0.4920078357382092,0.5131411171392752,0.4447720530392721,0.4059837359698376,0.7327027995107311,0.619891118643439,0.6177364871609011,0.4948722819664312
B2L11_HUMAN_Dutta_2010_binding-Mcl-1,170,0.15730442598755212,0.17627105997348347,0.5294117647058824,0.08981715967108242,MSA_Potts vs Struct_PLM,MSA_Potts vs ESM_Masked,0.18399591101614513,ESM_Masked vs AR_PLM,0.8533440320922169,0.17151787773933103,0.3236559679993356,0.13106805074971165,0.5018961892825744,0.12850057670126874,0.528851011364544,0.10807381776239906,0.5565546336326302,0.11415801614763554,0.5814829094938786,0.1094486735870819,0.5176731254991332,0.12999538638985006,0.4606547633352764,0.11885121107266435,0.5184464552565545,0.14418223760092272,0.430789712470251,0.09613148788927334,0.5315433904463721,95.0,100.0,Human,Binding,Binding to Mcl-1 (FACS; yeast-displayed and antibody stained for binding partner),198,0.45,660,0.995,Low,148-159,B2L11_HUMAN,Homo sapiens,0,0.6371366041206309,0.4036455566343636,0.6112871157303508,0.59868686202927,0.3888130660699073,0.303210500777561,0.3405799623995147,0.6164328770738389,0.3198185132747496,0.4068882342196161,0.6716210836129256,0.5101100652305901
BBC1_YEAST_Tsuboyama_2023_1TG0,2069,0.10160578076281193,0.09259546651149124,0.16288061865635572,0.4257146975902061,AR_PLM vs Inverse_Folding,Evo_Conservation vs Inverse_Folding,0.4564142114828683,MSA_Conditioned vs ESM_Masked,0.9762309059518978,0.070477344254133,0.8596634548981643,0.07454243922206044,0.8546771403042435,0.05093467415412042,0.8867350945085308,0.06117507299909214,0.8734244111209564,0.07391885850825745,0.8476745834914193,0.08617177335213683,0.8171422580236098,0.15994971454841792,0.5166764547946191,0.05765534835200252,0.8765797610725079,0.04881380514663943,0.8874357686173431,0.07187961828905343,0.8419280404323574,24.0,6.0,Eukaryote,Stability,Stability,64,271.76,604824,0.844,High,1-64,BBC1_YEAST,Saccharomyces cerevisiae,985,0.4863362957505984,0.5145973379349291,0.3983065173905507,0.3714676373847361,0.4513512076785332,0.4873630718849283,0.3835600339910104,0.5084543013035573,0.6302230630391172,0.5333457006972372,0.4879112008219496,0.3370000917356872
BCHB_CHLTE_Tsuboyama_2023_2KRU,1572,0.12301550740513911,0.12331564432184171,0.2385496183206107,0.4900871665557165,xTrimoPGLM vs Inverse_Folding,Evo_Conservation vs Inverse_Folding,0.5076355157322588,ESM_Masked vs Struct_PLM,0.9419319470366734,0.10282841477337719,0.7391525740785875,0.11859856112157843,0.7139809287487124,0.06332471937878092,0.833068476879591,0.07823085344245242,0.8054689662523078,0.09954100274740098,0.7387938810334116,0.10114358137637666,0.7273156815418601,0.14281421375340728,0.5776582228335819,0.07894329196045298,0.796575021593709,0.061879622615448035,0.8240177225342973,0.0847884387942514,0.7607910337311341,70.0,65.0,Prokaryote,Stability,Stability,52,51.95,12079,0.923,Medium,1-52,BCHB_CHLTE,Chlorobaculum tepidum,682,0.5852450105279837,0.6971212937594409,0.3999088540972794,0.6178090304674708,0.4753442333256941,0.5166025254734505,0.3555572019122036,0.4259406004080083,0.6644860724647669,0.6431755056903254,0.6450572019542115,0.3877163995531524
BLAT_ECOLX_Deng_2012,4996,0.11517623602756052,0.11284487373749703,0.20916733386709369,0.5142434158376666,AR_PLM vs Inverse_Folding,MSA_Potts vs AR_PLM,0.5814241984104535,Struct_PLM vs Struct_MSA_Hybrid,0.9485415897034322,0.09012392593551756,0.7875433775771389,0.07830693831820194,0.8101568889082995,0.057079152780457616,0.8535397546478848,0.07706611379308945,0.8236487467124735,0.14511734287349817,0.6241898896474063,0.1002803617326741,0.7456927503984053,0.12091414658281202,0.6791805078492275,0.06767788797357609,0.8288918248989668,0.06334099972799162,0.8385132035142232,0.07693891435539678,0.8040039873574795,58.0,40.0,Prokaryote,OrganismalFitness,"antibiotic resistance, MIC",286,177.98,209644,0.752,High,24-286,BLAT_ECOLX,Escherichia coli,0,0.5783965700444597,0.4905658503890248,0.5270032706053964,0.5256878784304224,0.5623167400899908,0.5355656906935375,0.4357944110043992,0.4886583935877429,0.4797305256160477,0.5790188173307683,0.5622846298817017,0.4797724158709475
BLAT_ECOLX_Firnberg_2014,4783,0.11509750213556272,0.11342789407794125,0.20217436755174575,0.5181372290296808,AR_PLM vs Inverse_Folding,MSA_Potts vs AR_PLM,0.5850111837230835,Struct_PLM vs Struct_MSA_Hybrid,0.9482124159317394,0.08986914083926209,0.7877733211829293,0.0788554785095254,0.8093856653253886,0.057176165784612425,0.8536842699900418,0.07772408019219577,0.8225005009777183,0.14423874908210568,0.6273353824438493,0.10009443946299286,0.7466345528581534,0.12126637120075316,0.6777061372987444,0.06777356448919994,0.8285511904807724,0.06319405993189664,0.8384977331515876,0.07519883612231724,0.8057111897818278,57.0,42.0,Prokaryote,OrganismalFitness,Growth (0.25-1024 ug/mL ampicillin) doubling,286,177.98,209644,0.752,High,24-286,BLAT_ECOLX,Escherichia coli,0,0.8198450146712785,0.7627989843721014,0.7524666949292252,0.7759008134870314,0.7729676275262812,0.7438667524028845,0.5913774203063957,0.6549241124266372,0.6909775070952837,0.8255915694155201,0.8271924792828573,0.702027475481249
BLAT_ECOLX_Jacquier_2013,989,0.11271428487964466,0.11406151915907063,0.19413549039433772,0.5435984732348688,AR_PLM vs Inverse_Folding,MSA_Potts vs AR_PLM,0.5942742241959879,Struct_PLM vs Struct_MSA_Hybrid,0.9490211139071033,0.09093217165020143,0.7917914303205041,0.09357615264369132,0.7655665612682329,0.056603119654930215,0.8578485427441432,0.0749719785861531,0.829357971045453,0.13667576233751583,0.6464586292032166,0.0923843778019284,0.7673058073145247,0.11305356562906498,0.7055294005947258,0.06375182620555125,0.8382154864169169,0.05865545605639111,0.8476221238764204,0.07466387082988711,0.8094790144623176,48.0,43.0,Prokaryote,OrganismalFitness,MIC,286,177.98,209644,0.752,High,24-286,BLAT_ECOLX,Escherichia coli,0,0.769554770431571,0.6689770568438171,0.7314691015435925,0.6834255106111717,0.7456345979793595,0.711756044612118,0.5998379916221666,0.6721725263213041,0.6142878693513766,0.7529246579707974,0.7519077704900151,0.6607058672979912
BLAT_ECOLX_Stiffler_2015,4996,0.11515972131358407,0.11339333883318263,0.20176140912730184,0.5119234109646964,AR_PLM vs Inverse_Folding,MSA_Potts vs AR_PLM,0.5819555105227985,Struct_PLM vs Struct_MSA_Hybrid,0.9485992819904274,0.0898671819761654,0.7879639925842079,0.07838667384401249,0.8102335706896625,0.05739146694991434,0.8531545053662656,0.07752710975826298,0.8230143103872236,0.14474528515259502,0.6251139799411786,0.10036875644096808,0.745299733239288,0.12128627374811511,0.6771884945465414,0.067677148123623,0.828470210501369,0.06327142979395525,0.8383399762614552,0.07575649123515518,0.8048761748402379,57.0,41.0,Prokaryote,OrganismalFitness,Growth (10-2500 ug/mL ampicillin),286,177.98,209644,0.752,High,24-286,BLAT_ECOLX,Escherichia coli,0,0.8173950482893124,0.7556575828853845,0.7498438538101246,0.7790270031522291,0.7681187955671183,0.7403158799228524,0.5870090273066982,0.6647752841965862,0.6796341406377452,0.8180320718133293,0.8228280341809091,0.7020871332347206
BRCA1_HUMAN_Findlay_2018,1837,0.12913836231171055,0.1396087637260083,0.2819814915623299,0.4065287200753043,MSA_Potts vs Inverse_Folding,AR_PLM vs Inverse_Folding,0.42145347290500035,ESM_Masked vs Struct_PLM,0.8753693619202627,0.12158359581129718,0.6576471500247039,0.09453257586376215,0.7433527463073895,0.07688149212536474,0.7848337893615904,0.08383632596241672,0.76780743914526,0.13363895260896033,0.6489654858603733,0.08136017765034093,0.7541390724667827,0.13775306812020538,0.5203367701508523,0.09641430752588949,0.729441700946945,0.0808043832165431,0.7693572559680923,0.09212100863843649,0.7045831115293856,79.0,88.0,Human,OrganismalFitness,Growth,1863,0.05,1008,0.769,Low,1-1855,BRCA1_HUMAN,Homo sapiens,0,0.5813209388362575,0.543277678416605,0.4785006744774913,0.5354187475870547,0.5424416620348178,0.5361503477380862,0.4316370401186157,0.5306426387927067,0.3610403524207976,0.551364484683115,0.5744196911858238,0.441928653884257
