DMS_id,n,EU,AU,TU,raw_sd,conf_mag,EU+conf_mag
CP2C9_HUMAN_Amorosi_2021_activity,6142,0.6079092847117397,0.5865424975503827,0.6131554381504727,0.6136665474960938,0.5815620779375545,0.6103288611265592
CSN4_MOUSE_Tsuboyama_2023_1UFM,3295,0.6609982937314779,0.6635732394463493,0.6831325800576125,0.6952917581013214,0.5231451525625114,0.5992231988044607
CUE1_YEAST_Tsuboyama_2023_2MYX,1580,0.5357665037654222,0.5151868690914918,0.5306140842813651,0.5204194039416761,0.503915638519468,0.5234637878545105
D7PM05_CLYGR_Somermeyer_2022,24515,0.51516871553915,0.5286517467788023,0.5183174762091154,0.5159842307254459,0.5118223503059923,0.5158150395505423
DLG4_HUMAN_Faure_2021,6976,0.5864077856856764,0.5900780263117356,0.6037423873637942,0.5973529079500057,0.5806475362274188,0.6043245037023344
DLG4_RAT_McLaughlin_2012,1576,0.5019857029388404,0.4593275420129641,0.48099863944896426,0.4830532469061871,0.5017727253365672,0.5042808498056892
DN7A_SACS2_Tsuboyama_2023_1JIC,1008,0.5327985652163231,0.4865611871360834,0.515557821290814,0.5337505834950741,0.4228005306734147,0.46962140382772766
DNJA1_HUMAN_Tsuboyama_2023_2LO1,2264,0.5921361987976733,0.6466059824275318,0.6338671599289313,0.6293267943631805,0.6276486479908486,0.6343314186969115
DOCK1_MOUSE_Tsuboyama_2023_2M0Y,2915,0.5242899455228223,0.4876206931001452,0.5079019822170506,0.5082274054876795,0.5367379365667037,0.5248170136868766
DYR_ECOLI_Nguyen_2023,2916,0.48453470476279986,0.4973940588359689,0.4896188232806221,0.4926579865598346,0.4439300441739702,0.45908804541930026
DYR_ECOLI_Thompson_2019,2363,0.41796033423940404,0.4677807980133561,0.43040594203384896,0.4328187746792398,0.4691197691197691,0.43661364475317965
ENVZ_ECOLI_Ghose_2023,1121,0.39605654761904757,0.4139583333333333,0.3860267857142857,0.4209970238095238,0.27206349206349206,0.29273065476190474
ENV_HV1B9_DuenasDecamp_2016,375,0.48902222222222225,0.46093333333333336,0.46515555555555554,0.4643555555555556,0.4798444444444444,0.4778444444444444
ENV_HV1BR_Haddox_2016,12863,0.45809952874603843,0.45842446245057344,0.44899016738448194,0.45422676316098587,0.4127797562865022,0.4193482478772421
EPHB2_HUMAN_Tsuboyama_2023_1F0M,1960,0.513124414306539,0.47627941482715536,0.5056682111620158,0.5105571246355686,0.5166361346834651,0.5267279584027489
ERBB2_HUMAN_Elazar_2016,326,0.42721445221445226,0.4650349650349651,0.4550699300699301,0.448018648018648,0.4491258741258741,0.4261946386946387
ESTA_BACSU_Nutschel_2020,2172,0.5580317498130613,0.5079070136779624,0.5471555529086349,0.5537106518703803,0.4719380091186416,0.517726427517387
F7YBW8_MESOW_Aakre_2015,9192,0.4448183490116636,0.39930057068515723,0.40766638956611023,0.4103598927597922,0.3918171177740964,0.3992948023789382
F7YBW8_MESOW_Ding_2023,7922,0.5447644373911369,0.5418344717245719,0.551753583804296,0.5292449481762758,0.5580524275585428,0.5599978893176074
FECA_ECOLI_Tsuboyama_2023_2D1U,1886,0.5363729158386632,0.49504773677105784,0.5284118266033795,0.530689675095815,0.5192610386358821,0.5355797833505208
FKBP3_HUMAN_Tsuboyama_2023_2KFV,1237,0.5591343488045925,0.5130793567957207,0.5480283114256824,0.5511472976939886,0.541759760592322,0.5570876414755863
GAL4_YEAST_Kitzman_2015,1195,0.5476570680628273,0.5191884816753927,0.5367801047120419,0.5409249563699825,0.5202225130890052,0.5462238219895288
GCN4_YEAST_Staller_2018,2638,0.43836971983425077,0.49838526218985874,0.4594729044037571,0.47907294420079216,0.3916113407208821,0.3883554233768143
GDIA_HUMAN_Silverstein_2021,1154,0.4969285286857656,0.4413241454110255,0.47307670730795126,0.4746288054454334,0.45317759368688754,0.47505189243772905
GFP_AEQVI_Sarkisyan_2016,51714,0.4923490098690612,0.5346391528097688,0.5064386809956963,0.5008365782468625,0.5784878053317346,0.5457245413328982
GLPA_HUMAN_Elazar_2016,245,0.4026447313619325,0.5224906289046231,0.44033735943356933,0.4468971261974178,0.45168679716784677,0.40602873802582257
GRB2_HUMAN_Faure_2021,63366,0.5742947214465324,0.5686916384793244,0.5800272204910641,0.5784700421564007,0.5746177254283749,0.5838308641602058
HCP_LAMBD_Tsuboyama_2023_2L6Q,1040,0.5126871987977821,0.5275306744050806,0.5165161015436524,0.4993119490554413,0.616064694062034,0.5668820064601938
HECD1_HUMAN_Tsuboyama_2023_3DKM,5586,0.492440342473742,0.5547987395602705,0.5147441079684142,0.534038814677709,0.4257870196153982,0.4355330011185192
HEM3_HUMAN_Loggerenberg_2023,5689,0.49781619675314215,0.5197824383601741,0.5104826417570213,0.5177370778125203,0.46954357160538307,0.4792140934281618
HIS7_YEAST_Pokusaeva_2019,496137,0.6163934634736339,0.550663047506394,0.6015234627009247,0.5982665171569546,0.5611911306162491,0.6047286091180266
HMDH_HUMAN_Jiang_2019,16853,0.43660877742392135,0.454605327401608,0.436012489223356,0.44234980061310747,0.40291424746382787,0.403387240427055
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,2252,0.4675155832372013,0.48003880573862023,0.4700739057261857,0.46984983705775685,0.4482764564155662,0.44838664402998585
HSP82_YEAST_Flynn_2019,13294,0.46201027771610714,0.47422351487143666,0.46316277339955114,0.46546596178239474,0.4367240628371757,0.4398748835130897
HSP82_YEAST_Mishra_2016,4323,0.4211378825008274,0.456294359732145,0.42418785960008953,0.42831300126706273,0.46286336115967996,0.4289975160221586
HXK4_HUMAN_Gersing_2022_activity,8570,0.4734391061832673,0.4890772413998422,0.47665822440260885,0.473142584948953,0.5157953697265089,0.49586745858080644
HXK4_HUMAN_Gersing_2023_abundance,8396,0.46548354675402026,0.4415170594741768,0.453087243682464,0.4664066266768768,0.3742697343231516,0.40605798342267224
I6TAH8_I68A0_Doud_2015,9462,0.4623174140747175,0.4761170640915341,0.46009297662770343,0.46239306951499626,0.4112619962553349,0.4241495934183117
IF1_ECOLI_Kelsic_2016,1367,0.4657842157842158,0.47652680652680657,0.46923742923742917,0.4655677655677655,0.4928238428238428,0.47388278388278393
ILF3_HUMAN_Tsuboyama_2023_2L33,1329,0.48421464694555527,0.4844826734942903,0.4755390507628177,0.4726930320150659,0.44859709261727926,0.45930228457366146
ISDH_STAAW_Tsuboyama_2023_2LHR,1944,0.5538857538857539,0.512059862059862,0.5396742896742897,0.5455169455169455,0.4556892056892057,0.5083877833877833
KCNE1_HUMAN_Muhammad_2023_expression,2339,0.4763666762597816,0.42647448459848253,0.4398226187376375,0.4637266053620944,0.275345808950833,0.3489147217768276
KCNE1_HUMAN_Muhammad_2023_function,2315,0.5087381575123511,0.5053449578610869,0.5056530078465562,0.5026562045916885,0.5416646323743098,0.5243307178145888
KCNH2_HUMAN_Kozek_2020,200,0.3834375,0.5332812499999999,0.4534375,0.45781249999999996,0.474140625,0.40265625
KCNJ2_MOUSE_Coyote-Maestas_2022_function,6963,0.43295549303326064,0.42980083799350693,0.4206873041792703,0.4253751445094155,0.4132973149925055,0.4086788778465294
KCNJ2_MOUSE_Coyote-Maestas_2022_surface,6917,0.4471907389086396,0.4479455374949462,0.4418291877740389,0.4510037776493953,0.37948236748714237,0.39748372612459765
KKA2_KLEPN_Melnikov_2014,4960,0.5220674163469042,0.5240599188670656,0.5298570519803589,0.5197997792826483,0.5717845841327392,0.5595399537021981
LGK_LIPST_Klesmith_2015,7890,0.5520770584446146,0.5204254153675137,0.5434158044467576,0.5473887627887252,0.4860980091434666,0.5242311604749077
LYAM1_HUMAN_Elazar_2016,359,0.39122521314302133,0.3552543347063895,0.35922981128460585,0.36057093591340167,0.393380592010729,0.37120413832742594
MAFG_MOUSE_Tsuboyama_2023_1K1V,1429,0.5000795355126064,0.5716798512074103,0.5318753862060949,0.5250322730637691,0.5344098159058789,0.5251301629254386
MBD11_ARATH_Tsuboyama_2023_6ACV,2116,0.5463961929613275,0.565342176279049,0.5594905548864801,0.5561242695927562,0.5699560082965343,0.5767540925108167
MET_HUMAN_Estevam_2023,5393,0.5202371484439953,0.5191524630672041,0.5212195739199442,0.5184362140978593,0.5622151599873335,0.5512328548171503
MK01_HUMAN_Brenan_2016,6809,0.38790499397882194,0.41577319501472876,0.38841909232392136,0.39780954206427066,0.355332402187196,0.3514044832502877
MLAC_ECOLI_MacRae_2023,4007,0.4771530611847915,0.4882781346166565,0.4786578794822616,0.4748631541271626,0.45195980407794867,0.45710587026972355
MSH2_HUMAN_Jia_2020,16749,0.4592040172300673,0.44477870369029543,0.4433422409558298,0.45089455328031836,0.4017662824024515,0.4129152097561301
MTH3_HAEAE_RockahShmuel_2015,1777,0.5708691457985752,0.5624085744332603,0.5789916896630795,0.5615862385248558,0.5930573895579153,0.596174754287612
MTHR_HUMAN_Weile_2021,12464,0.49354278631456816,0.4423817840288783,0.4680558376612674,0.48276825899802567,0.3635457990627694,0.41617741188717233
MYO3_YEAST_Tsuboyama_2023_2BTT,3297,0.4853707725721378,0.5219544707599315,0.5032107192516748,0.4955660128015077,0.48900035623585114,0.48424661863228413
NCAP_I34A1_Doud_2015,9462,0.45898740542628214,0.5022953451536062,0.466943918259732,0.46655902359961693,0.4447922085097928,0.4398707264623346
NKX31_HUMAN_Tsuboyama_2023_2L9R,2482,0.5391168167696354,0.508581970411892,0.5282272982986078,0.5181051041766974,0.5061122401917804,0.5301162136547243
NPC1_HUMAN_Erwood_2022_HEK293T,637,0.5026092829076622,0.5524158889980354,0.5291011787819253,0.5147347740667976,0.5633058079567779,0.5439433939096268
NRAM_I33A0_Jiang_2016,298,0.4876750700280112,0.49754901960784315,0.4913165266106443,0.49873949579831933,0.4975840336134454,0.49653361344537816
NUD15_HUMAN_Suiter_2020,2844,0.5347806631794966,0.5626579641716428,0.5589208288972211,0.5583402768134055,0.5623366353438566,0.5622918884722801
NUSA_ECOLI_Tsuboyama_2023_1WCL,2028,0.6910370338874953,0.6801461432398122,0.7043150522677712,0.7013934022948011,0.6129808422369756,0.6708648934296283
NUSG_MYCTU_Tsuboyama_2023_2MI6,1380,0.5680955944129384,0.5036166246586851,0.5419095253098088,0.5435012339844572,0.5310448829027515,0.5599286520688931
OBSCN_HUMAN_Tsuboyama_2023_1V1C,3197,0.6076930580195207,0.6468326109089136,0.6463083197688242,0.6355963202077657,0.6580128146508892,0.6498646597289537
ODP2_GEOSE_Tsuboyama_2023_1W4G,1134,0.37298738640723883,0.293886511664052,0.3158060896891043,0.31862799858176005,0.31353787720567877,0.32649388748306124
OTC_HUMAN_Lo_2023,1570,0.6394377053835855,0.6094542374944216,0.6424068927745548,0.6466540224755568,0.5672048054687817,0.6188701874315388
OTU7A_HUMAN_Tsuboyama_2023_2L2D,635,0.5218004105769525,0.5177712412292796,0.5164996782792536,0.5210190887642858,0.49806201550387597,0.5125088090204369
OXDA_RHOTO_Vanella_2023_activity,6396,0.5112835344996092,0.4668510860535574,0.4946392139855356,0.49636511068217354,0.44077885249706794,0.47262066922400314
OXDA_RHOTO_Vanella_2023_expression,6769,0.49605287026163714,0.4536427752113706,0.4749429548371434,0.48840384019989336,0.3965206201385451,0.434804778018279
P53_HUMAN_Giacomelli_2018_Null_Etoposide,7467,0.49123487644422215,0.4569584773605276,0.4716426955660131,0.48009057268193256,0.4377469697978252,0.45652261369827773
P53_HUMAN_Giacomelli_2018_Null_Nutlin,7467,0.4946843571618917,0.47420207085387145,0.482345588615974,0.4900879257865213,0.4559082919097563,0.4698805266268489
P53_HUMAN_Giacomelli_2018_WT_Nutlin,7467,0.4746782644537384,0.4839722495390977,0.4726577988248392,0.4672442412417368,0.48211195164950366,0.4734135553429942
P53_HUMAN_Kotler_2018,1048,0.518405500625071,0.5069439709057848,0.5185873394703944,0.5191612683259461,0.5473548130469372,0.5431782020684168
P84126_THETH_Chan_2017,1519,0.559683474221514,0.5515218624247171,0.5602803359710482,0.5576228157830772,0.5500594161017636,0.5668674210711102
PABP_YEAST_Melamed_2013,37708,0.5543435402159848,0.5761363054775861,0.5728173900228863,0.5638966814458449,0.5990353334021472,0.5893603414417242
PAI1_HUMAN_Huttinger_2021,5345,0.46914577938869106,0.48518916028810927,0.4751916629986498,0.49188194206837654,0.420818416974328,0.43700377856787204
PA_I34A1_Wu_2015,1820,0.472999184881053,0.49951885339934793,0.48135604093708484,0.4807616833715735,0.49699424888298516,0.482036250150948
PHOT_CHLRE_Chen_2023,167529,0.580239801954733,0.5938505802684475,0.5954125551963717,0.5926439329795263,0.5979524835164686,0.6011822208059898
PIN1_HUMAN_Tsuboyama_2023_1I6C,802,0.4780864526506526,0.5212061898625013,0.4914196567862714,0.4708578405248012,0.6227991976821929,0.5638850398736447
PITX2_HUMAN_Tsuboyama_2023_2L7M,1824,0.5606485958669383,0.5884251739322298,0.6009464166674491,0.6083618917066484,0.5850723426629236,0.5815223412545655
PKN1_HUMAN_Tsuboyama_2023_1URF,1301,0.548515325670498,0.5531424992631889,0.5511567933981727,0.558594901267315,0.4360503241968759,0.48632110226937814
POLG_CXB3N_Mattenberger_2021,15711,0.47252907909891606,0.4511882214080252,0.45755344188828173,0.46152506565366175,0.45603756481064994,0.4570729631061559
POLG_DEN26_Suphatrakul_2023,16897,0.4757745341938467,0.53154108370218,0.49712921226086987,0.49416391281108646,0.5414220554173946,0.508742420786798
POLG_HCVJF_Qi_2014,1630,0.4672280622698501,0.5449409853994898,0.5034629565739848,0.49707215294744433,0.6543579741880065,0.5738427669856201
POLG_PESV_Tsuboyama_2023_2MXD,5130,0.5689412031812258,0.5970792532555126,0.5941816380348749,0.5858592767385217,0.5267815073203911,0.550053862726993
PPARG_HUMAN_Majithia_2016,9576,0.5241878205792093,0.5421916307363579,0.5360902009735251,0.5214870514616504,0.5733123429468485,0.5582920657156718
PPM1D_HUMAN_Miller_2022,7889,0.4920756182648479,0.4881998337543698,0.4912073373004947,0.4943742984817986,0.5095765455893194,0.5054979747474534
PR40A_HUMAN_Tsuboyama_2023_1UZC,2033,0.5871072347087107,0.5317959690653418,0.5681402637122194,0.5620959772251286,0.6085591629872074,0.6132321519775394
PRKN_HUMAN_Clausen_2023,8756,0.5549206715536328,0.5773545253984025,0.5774104295262459,0.570005169909432,0.5835424033624621,0.5817957660853942
PSAE_PICP2_Tsuboyama_2023_1PSE,1579,0.6374014051334476,0.60894544834982,0.6331469176263067,0.6287320725217234,0.6000606352165329,0.6319680387263596
PTEN_HUMAN_Matreyek_2021,5083,0.5340979557695131,0.4829738414996948,0.5182364310386128,0.5257789016559388,0.46351832408645194,0.5010088824152132
PTEN_HUMAN_Mighell_2018,7260,0.4636764538040628,0.5052076006234496,0.4776532250810097,0.47617223013590054,0.4792367969407309,0.4654808238058086
Q2N0S5_9HIV1_Haddox_2018,12729,0.511970800802502,0.4978031250426696,0.5071698907633666,0.4992615112028049,0.5331419701319737,0.5251349441126829
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,3344,0.48764259670592175,0.4258268024530964,0.4528633893522205,0.46126873699062626,0.4090342679127726,0.4400229104675691
Q53Z42_HUMAN_McShan_2019_expression,3344,0.5709576863741461,0.6124756980858984,0.6064748606560164,0.6037919627917973,0.5752212192020107,0.5860698947302689
Q59976_STRSQ_Romero_2015,2999,0.5229456718076977,0.5321328331249131,0.5320376545782965,0.5229095456440184,0.5412463526469362,0.540893427817146
Q6WV12_9MAXI_Somermeyer_2022,31401,0.4752457302226814,0.4960204139062606,0.47477649077137907,0.47671853973717115,0.39756992894859333,0.4223585696474151
Q837P4_ENTFA_Meier_2023,697,0.5912798153372659,0.5149012567324955,0.5679276737625032,0.5436650423185432,0.535887407027443,0.5747114644780713
Q837P5_ENTFA_Meier_2023,747,0.5094025683975433,0.5305192629815746,0.5232160804020101,0.5260971524288107,0.43402010050251255,0.4633668341708542
Q8WTC7_9CNID_Somermeyer_2022,33510,0.44641074641018536,0.46961414485322683,0.4442153931967198,0.44861108662139004,0.3880045316670349,0.3980420807544544
R1AB_SARS2_Flynn_2022,5725,0.48113327358364644,0.47986975839514884,0.4741112869701188,0.4672452851776282,0.5308306477755954,0.5076200873362445
RAD_ANTMA_Tsuboyama_2023_2CJJ,912,0.5849632704252269,0.6437679168657431,0.6216181915910177,0.6137198399426661,0.5594541328236979,0.5826527412804587
RAF1_HUMAN_Zinkus-Boltz_2019,297,0.479254571026723,0.4459212376933896,0.4527426160337553,0.45527426160337553,0.4057665260196906,0.4320675105485232
RASH_HUMAN_Bandaru_2017,3134,0.5192112179177617,0.510943798577681,0.5131099374240675,0.5114769140051139,0.5020635188922382,0.5106997981913471
RASK_HUMAN_Weng_2022_abundance,26012,0.5093739978396631,0.47045452721298175,0.48859198930089337,0.48843834453533136,0.4068829502218576,0.44903683481549195
RASK_HUMAN_Weng_2022_binding-DARPin_K55,24873,0.5627796859614798,0.6111421267275667,0.5992785372804994,0.5918896101094269,0.6026703873420787,0.5958560733678766
RBP1_HUMAN_Tsuboyama_2023_2KWH,1332,0.4964850275184189,0.4624923071512722,0.482143799124334,0.4867401663413691,0.4586643456243076,0.4753864008018147
RCD1_ARATH_Tsuboyama_2023_5OAO,1261,0.48809915929481146,0.4564472363385407,0.46964207290294246,0.4676853943158291,0.5351751207729468,0.5184178743961353
RCRO_LAMBD_Tsuboyama_2023_1ORC,2278,0.5708988098676989,0.5449970631848556,0.5667487530571764,0.544390442351763,0.5492891463015386,0.5709975061143528
RD23A_HUMAN_Tsuboyama_2023_1IFY,1019,0.45018876970096483,0.4913106010666986,0.4715826691436448,0.474315335290945,0.4969077725175286,0.4739467849223947
RDRP_I33A0_Li_2023,12003,0.46690384769034565,0.516999573443718,0.48520412717710043,0.4821290094620541,0.4971464451778016,0.47711805754059466
REV_HV1H2_Fernandes_2016,2147,0.475494033671493,0.4586989205076458,0.46360607332963116,0.47131963538351096,0.3882664463436768,0.4209620620064743
RFAH_ECOLI_Tsuboyama_2023_2LCL,1326,0.5507350938805247,0.4919452667168872,0.5333206013729297,0.5375928814194721,0.3863495701195036,0.4619950981952446
RL20_AQUAE_Tsuboyama_2023_1GYZ,1461,0.6623355426146464,0.6253985741683135,0.6599513841526329,0.6347894770590327,0.5882517531434167,0.6439195215361209
RL40A_YEAST_Mavor_2016,1253,0.4825488465300475,0.5646475972358073,0.5225286478835158,0.5171410167712384,0.5195545164650778,0.4979065772836796
RL40A_YEAST_Roscoe_2013,1195,0.5027397979727246,0.6063575567654628,0.5530365364752018,0.5471630398627475,0.5496927574797361,0.5285381033245216
RL40A_YEAST_Roscoe_2014,1380,0.5344858623183899,0.5790312603303756,0.5585292490778349,0.5602737529088702,0.5321489472426693,0.5375330162896728
RNC_ECOLI_Weeks_2023,4277,0.49869757162331607,0.5209863760664615,0.5099225645887003,0.5067805500386563,0.5259990520343016,0.5184378645365212
RPC1_BP434_Tsuboyama_2023_1R69,1459,0.5450781185806012,0.5754158303107136,0.5638271648413565,0.5574385791926377,0.5484616919627661,0.5541709218109894
RPC1_LAMBD_Li_2019_high-expression,351,0.45588531187122744,0.48908450704225354,0.47585513078470826,0.463682092555332,0.5179577464788732,0.48543762575452715
RPC1_LAMBD_Li_2019_low-expression,351,0.5330482897384305,0.5674044265593562,0.5604124748490946,0.5616197183098592,0.5003772635814889,0.5176559356136821
RS15_GEOSE_Tsuboyama_2023_1A32,1195,0.626061343463875,0.6102527966947358,0.6334360392850266,0.6420755939146724,0.4690634792808249,0.5519664396631712
S22A1_HUMAN_Yee_2023_abundance,9803,0.505221365206063,0.5357589548087737,0.5242684398824775,0.5183135669919461,0.5527894360847545,0.5368401958569562
S22A1_HUMAN_Yee_2023_activity,10094,0.5042018547601235,0.5103324543550002,0.5097222383111848,0.5068040988915286,0.531291193490277,0.5236058484880635
SAV1_MOUSE_Tsuboyama_2023_2YSB,965,0.4117694251674756,0.4221990452886196,0.39916696752109326,0.40789843154558947,0.4755940203511305,0.42760773931298224
SBI_STAAM_Tsuboyama_2023_2JVG,1025,0.5580011897679952,0.5452290303390839,0.5869720404521118,0.5790898274836408,0.5524301011302796,0.5642385484830459
SC6A4_HUMAN_Young_2021,11576,0.4761978834439359,0.4998288737937234,0.4853843765037657,0.4875228012847055,0.48798612432248945,0.4825051431118671
SCIN_STAAR_Tsuboyama_2023_2QFF,1212,0.5227653981237286,0.4753999498868207,0.5105471254995392,0.5201153452500775,0.41381807217147204,0.4575991540215827
SCN5A_HUMAN_Glazer_2019,224,0.4897410845139228,0.4634831460674157,0.46922325354176847,0.4774059599413777,0.42110405471421597,0.4284929164631168
SDA_BACSU_Tsuboyama_2023_1PV0,2770,0.482876422213244,0.486743115380104,0.4710686311564076,0.48029998436054167,0.46156032921059836,0.459903116813721
SERC_HUMAN_Xie_2023,1914,0.4729770981951761,0.4910168101191562,0.4833459248635254,0.48770492502212753,0.49545255323829707,0.48565759337486547
SHOC2_HUMAN_Kwon_2022,10972,0.4911451886959679,0.4805644697273859,0.48243112109902064,0.4901582438881078,0.43662627238358276,0.4548661689033488
SOX30_HUMAN_Tsuboyama_2023_7JJK,1010,0.6455433290853838,0.5423365356337614,0.6109021174394667,0.6323460935202432,0.40159972061562593,0.5213490099009901
