DMS_id,n,rho_ens,rho_best_single,AU,EU,TU,raw_sd,rho_MSA_Potts,rho_Evo_Conservation,rho_MSA_Conditioned,rho_ESM_Masked,rho_AR_PLM,rho_xTrimoPGLM,rho_Inverse_Folding,rho_Struct_PLM,rho_Struct_MSA_Hybrid,rho_CNN_RNN,taxon,coarse_selection_type,selection_assay,seq_len,MSA_Neff_L,MSA_num_seqs,MSA_perc_cov,MSA_len,DMS_number_single_mutants,DMS_number_multiple_mutants,includes_multiple_mutants,region_mutated,UniProt_ID,DMS_binarization_method,MSA_Neff_L_category,source_organism
ANCSZ_Hobbs_2022,4670,0.5898223736496614,0.5983120347739389,0.11340109156609829,0.10465717403277494,0.2180582655988732,0.15664478220796488,0.5210734568008254,0.5724256964348634,0.56804726464362,0.5919459763802434,0.5107846981932889,0.515024718477766,0.4568745982876547,0.6151683002431425,0.5928007741812796,0.4769363106436436,Eukaryote,Activity,successful phosphorylation of bait peptide,627,1.79,7424,1.0,627,4670,0,False,352-627,ANCSZ,median,Medium,Reconstructed ancestor
ARGR_ECOLI_Tsuboyama_2023_1AOY,1287,0.5840622893350584,0.5982014581987535,0.11172371525632063,0.11645353425084447,0.2281772495071651,0.16105714107688318,0.43451195658379854,0.4859423838199256,0.4920078357382092,0.5131411171392752,0.4447720530392721,0.4059837359698376,0.7327027995107311,0.619891118643439,0.6177364871609011,0.49487228196643124,Prokaryote,Stability,Stability,69,54.24,21443,0.913,69,1287,0,False,1-69,ARGR_ECOLI,median,Medium,Escherichia coli
B2L11_HUMAN_Dutta_2010_binding-Mcl-1,170,0.6371366041206309,0.4036455566343636,0.17627105997348347,0.15730442598755212,0.3335754859610356,0.2292646711956711,0.6112871157303508,0.59868686202927,0.3888130660699073,0.30321050077756107,0.3405799623995147,0.6164328770738389,0.31981851327474964,0.4068882342196161,0.6716210836129256,0.5101100652305901,Human,Binding,Binding to Mcl-1 (FACS; yeast-displayed and antibody stained for binding partner),198,0.45,660,0.995,198,170,0,False,148-159,B2L11_HUMAN,median,Low,Homo sapiens
BBC1_YEAST_Tsuboyama_2023_1TG0,2069,0.48633629575059845,0.5145973379349291,0.09259546651149124,0.10160578076281193,0.19420124727430318,0.14058459940808826,0.3983065173905507,0.37146763738473615,0.45135120767853326,0.48736307188492833,0.38356003399101046,0.5084543013035573,0.6302230630391172,0.5333457006972372,0.4879112008219496,0.3370000917356872,Eukaryote,Stability,Stability,64,271.76,604824,0.844,64,1084,985,True,1-64,BBC1_YEAST,median,High,Saccharomyces cerevisiae
BCHB_CHLTE_Tsuboyama_2023_2KRU,1572,0.5852450105279837,0.6971212937594409,0.12331564432184171,0.12301550740513911,0.24633115172698083,0.17433847498661234,0.3999088540972794,0.6178090304674708,0.47534423332569414,0.5166025254734505,0.3555572019122036,0.42594060040800835,0.6644860724647669,0.6431755056903254,0.6450572019542115,0.3877163995531524,Prokaryote,Stability,Stability,52,51.95,12079,0.923,52,890,682,True,1-52,BCHB_CHLTE,median,Medium,Chlorobaculum tepidum
BLAT_ECOLX_Deng_2012,4996,0.5783965700444597,0.49056585038902484,0.11284487373749703,0.11517623602756052,0.22802110976505752,0.16085111685452258,0.5270032706053964,0.5256878784304224,0.5623167400899908,0.5355656906935375,0.4357944110043992,0.48865839358774293,0.47973052561604773,0.5790188173307683,0.5622846298817017,0.4797724158709475,Prokaryote,OrganismalFitness,"antibiotic resistance, MIC",286,177.98,209644,0.752,286,4996,0,False,24-286,BLAT_ECOLX,median,High,Escherichia coli
BLAT_ECOLX_Firnberg_2014,4783,0.8198450146712785,0.7627989843721014,0.11342789407794125,0.11509750213556272,0.22852539621350396,0.16129708703214213,0.7524666949292252,0.7759008134870314,0.7729676275262812,0.7438667524028845,0.5913774203063957,0.6549241124266372,0.6909775070952837,0.8255915694155201,0.8271924792828573,0.702027475481249,Prokaryote,OrganismalFitness,Growth (0.25-1024 ug/mL ampicillin) doubling,286,177.98,209644,0.752,286,4783,0,False,24-286,BLAT_ECOLX,median,High,Escherichia coli
BLAT_ECOLX_Jacquier_2013,989,0.769554770431571,0.6689770568438171,0.11406151915907063,0.11271428487964466,0.22677580403871525,0.1604114442299879,0.7314691015435925,0.6834255106111717,0.7456345979793595,0.711756044612118,0.5998379916221666,0.6721725263213041,0.6142878693513766,0.7529246579707974,0.7519077704900151,0.6607058672979912,Prokaryote,OrganismalFitness,MIC,286,177.98,209644,0.752,286,989,0,False,24-286,BLAT_ECOLX,median,High,Escherichia coli
BLAT_ECOLX_Stiffler_2015,4996,0.8173950482893124,0.7556575828853845,0.11339333883318263,0.11515972131358407,0.22855306014676668,0.1612716478715876,0.7498438538101246,0.7790270031522291,0.7681187955671183,0.7403158799228524,0.5870090273066982,0.6647752841965862,0.6796341406377452,0.8180320718133293,0.8228280341809091,0.7020871332347206,Prokaryote,OrganismalFitness,Growth (10-2500 ug/mL ampicillin),286,177.98,209644,0.752,286,4996,0,False,24-286,BLAT_ECOLX,median,High,Escherichia coli
BRCA1_HUMAN_Findlay_2018,1837,0.5813209388362575,0.543277678416605,0.1396087637260083,0.12913836231171055,0.26874712603771883,0.1886487054421666,0.47850067447749134,0.5354187475870547,0.5424416620348178,0.5361503477380862,0.43163704011861576,0.5306426387927067,0.36104035242079763,0.551364484683115,0.5744196911858238,0.44192865388425706,Human,OrganismalFitness,Growth,1863,0.05,1008,0.769,1863,1837,0,False,1-1855,BRCA1_HUMAN,manual,Low,Homo sapiens
BRCA2_HUMAN_Erwood_2022_HEK293T,265,0.5081081011369556,0.32116999187505646,0.15359373348650965,0.1452535009121155,0.2988472343986251,0.2107357356767778,0.4467526906943554,0.40677578651690505,0.3551588059762054,0.4312730731430906,0.5302823563336231,0.49523616072468785,0.1258304953624676,0.3057146030772868,0.5011707903067115,0.45126482410830066,Human,OrganismalFitness,Fitness,3418,0.02,933,0.999,3418,265,0,False,388-2654,BRCA2_HUMAN,manual,Low,Homo sapiens
C6KNH7_9INFA_Lee_2018,10754,0.5929693322893038,0.5046863374192042,0.15398368442485824,0.14208115798729973,0.29606484241215797,0.20516566549959617,0.4035031174001595,0.5444567734408796,0.39036066218699145,0.4265153839192355,0.44937281966261455,0.5191112050127208,0.545956290899411,0.5397686795489303,0.6271147854181996,0.4606839460182515,Virus,OrganismalFitness,Viral replication,566,16.0,57453,0.977,566,10754,0,False,1-566,C6KNH7_9INFA,median,Medium,Influenza A virus (A/Perth/16/2009(H3N2))
CALM1_HUMAN_Weile_2017,1813,0.2719752476407477,0.20241663423255069,0.1271793557155685,0.107191094861818,0.23437045057738648,0.1657303205879154,0.24154078612456834,0.24355929875768162,0.25741600428301853,0.26871080079131204,0.28658634903969304,0.2747004448776905,0.16239059188905744,0.26521591528956656,0.21431218532720275,0.2634947744111453,Human,OrganismalFitness,Yeast growth,149,190.77,177633,0.893,149,1813,0,False,2-149,CALM1_HUMAN,median,High,Homo sapiens
CAPSD_AAV2S_Sinai_2021,42328,0.4089500955805091,0.392035206584611,0.12358607944053607,0.13308444099627456,0.2566705204368107,0.1838789670683513,0.35035166360196357,0.39169441977272706,0.4741047063181828,0.22203730042242903,0.25957406996218346,0.19692483607506875,0.45933216299203017,0.31629646799192956,0.48810749479008436,0.3998056988938757,Virus,OrganismalFitness,viability for AAV capsid production,735,0.26,604,0.782,735,532,41796,True,561-588,CAPSD_AAV2S,manual,Low,Adeno-associated virus 2 (isolate Srivastava/1982) (AAV-2)
CAR11_HUMAN_Meitlis_2020_gof,2374,0.32327039654792783,0.3701361942031422,0.12882078365385438,0.12381700366610023,0.25263778731995457,0.17729377719955036,0.17362502221809642,0.2843164843942769,0.2803833069539663,0.32463666209347847,0.23142248465796236,0.2415673093574279,0.32407893771369545,0.40113509769311534,0.3759384181437347,0.1882899352095673,Human,OrganismalFitness,Signaling (in presence of ibrutinib),1154,0.04,1352,0.998,1154,2374,0,False,4-146,CAR11_HUMAN,manual,Low,Homo sapiens
CAR11_HUMAN_Meitlis_2020_lof,2395,0.4848295384861074,0.4950285172329055,0.12853845081662982,0.12370665864165135,0.25224510945828116,0.17709980863944227,0.3143707954381447,0.4271763829632185,0.39735305025333206,0.49871640967905057,0.3604817280943885,0.397714068468897,0.45371700801583714,0.5744800074995039,0.53062556813013,0.28491713536503127,Human,OrganismalFitness,Signaling,1154,0.04,1352,0.998,1154,2395,0,False,4-146,CAR11_HUMAN,manual,Low,Homo sapiens
CAS9_STRP1_Spencer_2017_positive,8117,0.21195618214294015,0.1818408841538079,0.14346939735026265,0.13111316440736895,0.2745825617576316,0.19553947757998175,0.17875866460324194,0.20384406375013697,0.2012899993928511,0.17029688206364615,0.19534606443619465,0.1900510179797994,0.12480459302215445,0.19601485823288842,0.20445528678125957,0.14890840989482068,Prokaryote,Activity,count of mutation where survival depends on expression of Cas9 and correct cleavage,1368,1.14,5349,0.992,1368,8117,0,False,1-1368,CAS9_STRP1,median,Medium,Streptococcus pyogenes
CASP3_HUMAN_Roychowdhury_2020,1567,0.6639512212922157,0.5554543976413489,0.1078891470073534,0.0933422405502673,0.2012313875576207,0.14257331309320867,0.6405660620639736,0.6452546989531792,0.6536468441820497,0.6574649612258452,0.5647965934754497,0.6061304950947126,0.5170163761107274,0.6552044164539734,0.6408656014655734,0.633062628299218,Human,Activity,Fluorescence measurement,258,111.55,86012,0.884,258,1567,0,False,2-258,CASP3_HUMAN,median,High,Homo sapiens
CASP7_HUMAN_Roychowdhury_2020,1680,0.6719492067358124,0.5384840166114004,0.10215452676570039,0.09414367080911985,0.1962981975748202,0.1383153835161666,0.5997068325647923,0.6519089719609822,0.6576065499293781,0.6563022649976236,0.5709615388721864,0.6006813727099761,0.5868196659822831,0.658582819086077,0.6610791721062161,0.6266596824939621,Human,Activity,Fluorescence measurement,281,80.66,71075,0.854,281,1680,0,False,2-281,CASP7_HUMAN,median,Medium,Homo sapiens
CATR_CHLRE_Tsuboyama_2023_2AMI,1903,0.6604279748704369,0.735860203068614,0.09637850967502723,0.09054651352661285,0.18692502320164006,0.13565240307130685,0.61112828129693,0.6510060839314475,0.6354573158708252,0.6596744691825669,0.6084954821689269,0.580274195436338,0.6198861888182364,0.6939704449896889,0.7133472294170989,0.3961955820990893,Eukaryote,Stability,Stability,72,1107.51,551057,0.903,72,1340,563,True,1-72,CATR_CHLRE,median,High,Chlamydomonas reinhardtii
CBPA2_HUMAN_Tsuboyama_2023_1O6X,2068,0.8064835394298269,0.8612736724525922,0.08645132164646155,0.08654989674797328,0.1730012183944348,0.12173567927056728,0.7399337797779787,0.7484813149527957,0.7628869604391986,0.7673888399586625,0.700481029917771,0.7166430307281998,0.8004777876395582,0.8269811190643692,0.8144242653125506,0.7417174889568732,Human,Stability,Stability,72,43.64,12711,0.986,72,1357,711,True,1-72,CBPA2_HUMAN,median,Medium,Homo sapiens
CBS_HUMAN_Sun_2020,7217,0.39025791550102534,0.32789797697175377,0.10318535078614519,0.09809266108064606,0.2012780118667912,0.1427770879094724,0.3830092662905048,0.39151752025695397,0.3854958611782664,0.3821134994924179,0.2895171415725102,0.36711032326512527,0.27910765745483196,0.37174928688827275,0.38334089516827474,0.3650028715450045,Human,OrganismalFitness,Yeast Growth,551,3.5,19563,0.833,551,7217,0,False,2-551,CBS_HUMAN,median,Medium,Homo sapiens
CBX4_HUMAN_Tsuboyama_2023_2K28,2282,0.6807802990063373,0.6227488456407122,0.0958711207113227,0.09864794030519214,0.19451906101651484,0.13851631168935574,0.6694989520654905,0.6552479281572752,0.6818912885902076,0.655486225953717,0.5792289659502808,0.6285043294656547,0.536336459866458,0.6676663089846558,0.6749229106880987,0.6120614815136642,Human,Stability,Stability,50,269.65,108263,0.96,50,917,1365,True,1-50,CBX4_HUMAN,median,High,Homo sapiens
CCDB_ECOLI_Adkar_2012,1176,0.5083405242491715,0.4055838158157251,0.1301332066169252,0.1257214955936243,0.25585470221054957,0.18071675581624969,0.532929599258523,0.5555637075032095,0.4874859629095268,0.4740420529607627,0.1523757553521766,0.39551557075000016,0.37878701452722285,0.46697220180583005,0.533789062683146,0.40545123626063184,Prokaryote,Activity,Protein toxicity (negative effect on cell growth),101,168.82,43564,0.851,101,1176,0,False,2-101,CCDB_ECOLI,median,High,Escherichia coli
CCDB_ECOLI_Tripathi_2016,1663,0.5372967990108356,0.48379854375820314,0.13153232723674677,0.1261380647322243,0.25767039196897107,0.18164811054467112,0.5355889267837824,0.5590662821115557,0.5436981156592984,0.5282631312969869,0.18719748828770777,0.4378698031043846,0.36910555806606915,0.5162500032182595,0.5284745047216255,0.4839694723529146,Prokaryote,OrganismalFitness,growth (surrogate for toxicity/activity of CCDB),101,168.82,43564,0.851,101,1663,0,False,2-101,CCDB_ECOLI,manual,High,Escherichia coli
CCR5_HUMAN_Gill_2023,6137,0.3740299317876256,0.3636922999447772,0.10226925932983413,0.09906255811978744,0.2013318174496216,0.14210616491818506,0.2982224816233292,0.35894928882387034,0.350034887883173,0.3598964112131707,0.3579814111003241,0.33722641192887676,0.3143323945670298,0.3714384287551624,0.364462630466488,0.3671830340190231,Human,Binding,"binding affinity, surface expression",352,182.74,632074,0.83,352,6137,0,False,2-344,CCR5_HUMAN,median,High,Homo sapiens
CD19_HUMAN_Klesmith_2019_FMC_singles,3761,0.2633619114011652,0.2914345254398269,0.12728507232595723,0.14949496415183028,0.2767800364777875,0.19765609400576467,0.23886825854520993,0.26757757951055305,0.27360447630832957,0.059346970922592744,0.10354099754949773,0.08230728407070047,0.2985546060801377,0.3012063113203525,0.304361101758756,0.16043805393278546,Human,Binding,Binding affinity,556,0.5,1183,1.0,556,3761,0,False,20-291,CD19_HUMAN,manual,Low,Homo sapiens
CP2C9_HUMAN_Amorosi_2021_abundance,6370,0.6742715044695753,0.6338782077024885,0.10505831525703188,0.09508547276636205,0.20014378802339394,0.1418286082608652,0.6190313218877612,0.6305018519688405,0.6444543282256219,0.637557816150989,0.6056805383354615,0.5681917912818564,0.5801886020095816,0.6957483347519863,0.6911175457057538,0.6147198800624804,Human,Expression,protein abundance,490,165.48,264279,0.886,490,6370,0,False,2-490,CP2C9_HUMAN,median,High,Homo sapiens
CP2C9_HUMAN_Amorosi_2021_activity,6142,0.7146306574411798,0.6605471002663308,0.1071138796965789,0.09642176289602054,0.20353564259259946,0.1440108659444635,0.6455695994044556,0.6594979280105142,0.6680398344779301,0.6791639887753912,0.6437732487054465,0.5985518196159707,0.634115752480726,0.7379054247505269,0.7339575953767651,0.6574786388901973,Human,Binding,"activity, binding (to fluorescent CYP probe)",490,165.48,264279,0.886,490,6142,0,False,1-490,CP2C9_HUMAN,median,High,Homo sapiens
CSN4_MOUSE_Tsuboyama_2023_1UFM,3295,0.6045397177891034,0.7619100762509367,0.11114991978738883,0.09528042313861795,0.20643034292600673,0.14546110532876302,0.48542726039023637,0.5234849624665859,0.511925800005228,0.5809746830219036,0.5552543196394893,0.46678308755636433,0.6823943601189845,0.7109826454929734,0.6953228550458463,0.4836565413054152,Eukaryote,Stability,Stability,72,48.23,39217,0.889,72,1353,1942,True,1-72,CSN4_MOUSE,manual,Medium,Mus musculus
CUE1_YEAST_Tsuboyama_2023_2MYX,1580,0.5776907450400967,0.6476641795348349,0.109447746997362,0.13152066412648553,0.24096841112384756,0.17165449661648952,0.4567100936144048,0.4744808386519547,0.5354256373569398,0.5276278853406341,0.24081582803724924,0.45850523803486776,0.6035423363218717,0.6183432223752136,0.624897842969357,0.4790768344067211,Eukaryote,Stability,Stability,52,7.64,3213,0.923,52,955,625,True,1-52,CUE1_YEAST,median,Medium,Saccharomyces cerevisiae
D7PM05_CLYGR_Somermeyer_2022,24515,0.5538469063124067,0.5786862545112407,0.12285065152249967,0.15567489571834048,0.27852554724084017,0.19923186934888193,0.6394885336578763,0.6468068427177258,0.6786439226022355,0.05703099195341073,0.12933160640936472,0.04405015169043572,0.46973145461175236,0.5254327969960296,0.6802818225267757,0.44185566595026865,Eukaryote,Activity,Fluorescence,235,0.6,694,1.0,235,1169,23346,True,2-235,D7PM05_CLYGR,manual,Low,Clytia gregaria
DLG4_HUMAN_Faure_2021,6976,0.6747092674874517,0.7222131053808337,0.10164607078995574,0.09705937877200968,0.1987054495619654,0.1412641626190057,0.6018204585942337,0.6594363177894336,0.6621339136996532,0.5985100766383986,0.6046172204368669,0.5664509311859552,0.6105691806327235,0.6437267947489523,0.7098852484390386,0.6403115429263749,Human,OrganismalFitness,Yeast growth,724,0.46,25338,0.825,724,1280,5696,True,311-394,DLG4_HUMAN,median,Low,Homo sapiens
DLG4_RAT_McLaughlin_2012,1576,0.5880004265511041,0.5444431540646852,0.11889811960820476,0.11888315884406991,0.23778127845227467,0.1650388946514289,0.518904102614634,0.5576950640038403,0.5862694517022877,0.5826072927221682,0.3827619442823637,0.4985651487349711,0.38138550824131967,0.5576875150532058,0.6063965763953959,0.5017230607517101,Eukaryote,Binding,peptide binding - natural ligand,724,0.36,24705,0.841,724,1576,0,False,311-393,DLG4_RAT,manual,Low,Rattus norvegicus
DN7A_SACS2_Tsuboyama_2023_1JIC,1008,0.4907223877002306,0.6735036536682694,0.14152188288954773,0.1508634039550124,0.29238528684456017,0.20520753211042186,0.23977756830060984,0.45968535685391104,0.36477520781585804,0.27961974077080015,0.09815671041737603,0.20674826687842088,0.6353492866022283,0.6299786355783823,0.6616804981755894,0.3706298701401447,Prokaryote,Stability,Stability,55,24.82,42895,0.764,55,1008,0,False,1-55,DN7A_SACS2,median,Medium,Saccharolobus solfataricus
DNJA1_HUMAN_Tsuboyama_2023_2LO1,2264,0.8178724560610856,0.8365011940102776,0.08081362465249471,0.085932777401864,0.1667464020543587,0.12041593481355307,0.7633452210561017,0.7775934604650827,0.8015779172897072,0.7972621741890025,0.7551676516016492,0.7071729674578427,0.7841699942541753,0.8164396599305681,0.8321020531431107,0.7234097005168365,Human,Stability,Stability,65,547.68,280284,0.969,65,1216,1048,True,1-65,DNJA1_HUMAN,median,High,Homo sapiens
DOCK1_MOUSE_Tsuboyama_2023_2M0Y,2915,0.545043698389324,0.6019682272615773,0.10408696025806,0.11191724448377784,0.2160042047418378,0.15061365807604046,0.47246971155401024,0.5405926181528516,0.5294405844252752,0.5133221573614727,0.3652842521242727,0.4437758411023112,0.4503563162223692,0.5684717121675832,0.5719579368448545,0.554384999937502,Eukaryote,Stability,Stability,66,368.28,705447,0.848,66,1213,1702,True,1-66,DOCK1_MOUSE,median,High,Mus musculus
DYR_ECOLI_Nguyen_2023,2916,0.5268754531248426,0.48517410724625243,0.10697843809747339,0.10082940983683684,0.20780784793431023,0.14720137651436982,0.4556925536227669,0.501796928971285,0.49397345437151546,0.5482394285960042,0.37598879361311455,0.49807837148147927,0.37769449590826554,0.5363031013862958,0.5307785659357049,0.5193626658942502,Prokaryote,OrganismalFitness,cell growth in ∆DHFR bacteria,159,337.1,188828,0.969,159,2916,0,False,2-159,DYR_ECOLI,manual,High,Escherichia coli
DYR_ECOLI_Thompson_2019,2363,0.5172681440168455,0.4768290852791178,0.11286932545743754,0.10723375814303499,0.22010308360047254,0.15575588702439558,0.4884593041100417,0.481522657183185,0.5093690183062999,0.48967903846985267,0.4136413724507469,0.4685661248099281,0.3323014932433206,0.5242493256651407,0.5144517018162317,0.4654687069530078,Prokaryote,OrganismalFitness,"growth (turbidostat; -Lon for natural absence of Lon protease in E. coli, +Lon for exogenous protease)",159,77.51,41921,0.981,159,2363,0,False,2-159,DYR_ECOLI,manual,Medium,Escherichia coli
