DMS_id,loAU_loEU,err_loAU_loEU,loAU_hiEU,err_loAU_hiEU,hiAU_loEU,err_hiAU_loEU,hiAU_hiEU,err_hiAU_hiEU
CAPSD_AAV2S_Sinai_2021,0.6774161781640688,0.2279928602023138,0.41616194618516344,0.24981085795769203,0.14171979389751746,0.28309461689135546,0.2304780936253067,0.2517757331693802
CAR11_HUMAN_Meitlis_2020_gof,0.46477202068345674,0.27541411867024285,0.298196766431977,0.2721674826725924,0.2389961150000571,0.2607077884814964,0.2324679291220042,0.2572554550101302
CAR11_HUMAN_Meitlis_2020_lof,0.6293907920933302,0.22491758086747649,0.4912620594161948,0.23831120852528276,0.39965134436659017,0.22491731090603445,0.35345306105101826,0.23144787250069945
CAS9_STRP1_Spencer_2017_positive,0.2579170825322172,0.3125783479778678,0.22529762716793228,0.28604067426980284,0.1583788943710123,0.2829026748396146,0.17961507862035425,0.2749065583566885
CASP3_HUMAN_Roychowdhury_2020,0.7516223350113893,0.17112060331937454,0.6455732721039681,0.18622975998615512,0.45519224712074385,0.1964822666652245,0.5616407983724798,0.18775090445185144
CASP7_HUMAN_Roychowdhury_2020,0.7257918666087502,0.18247560828715972,0.6437087695938993,0.18509012916907652,0.6487209217135921,0.1651098901098901,0.5674246673305419,0.1891778085601863
CATR_CHLRE_Tsuboyama_2023_2AMI,0.770975687628101,0.18060809509666007,0.7620179218826263,0.15940824808402318,0.5334957959361858,0.18520569026349373,0.524011420235336,0.20485743636347292
CBPA2_HUMAN_Tsuboyama_2023_1O6X,0.7499574168668288,0.12117863605166283,0.6641044059648711,0.16656273571167188,0.8449299286508588,0.13214043001277043,0.5596430494175483,0.16036500904723283
CBS_HUMAN_Sun_2020,0.4239263099653218,0.26596004809253915,0.41255013288538483,0.24174774585675282,0.31754606732458196,0.23711793203707235,0.3169373089494968,0.23406785892981768
CBX4_HUMAN_Tsuboyama_2023_2K28,0.8404304446904212,0.14727920651772475,0.6836712895459632,0.18053596534472685,0.316838399850802,0.20564928425357873,0.44232376286633973,0.1986741913337046
CCDB_ECOLI_Adkar_2012,0.6580086473999104,0.21977248779946765,0.4396430859784807,0.22983920841063699,0.4297616172336199,0.1982683982683983,0.39191631071501704,0.22768665890269152
CCDB_ECOLI_Tripathi_2016,0.6805505314740568,0.24121752065069468,0.6234124273149432,0.1873922629785528,0.2562316385076162,0.18707757065544195,0.45112427251170595,0.17449235776335054
CCR5_HUMAN_Gill_2023,0.461405506835284,0.26500422807237384,0.3988870476077134,0.24256091847213146,0.2986050967477367,0.24162315840091636,0.2272926133627812,0.246528625197899
CD19_HUMAN_Klesmith_2019_FMC_singles,0.3391115702284143,0.3113821390875366,0.31839211978373777,0.25759956286170305,0.2074769713008498,0.27166702191478004,0.16053794202789345,0.27623511760073394
CP2C9_HUMAN_Amorosi_2021_abundance,0.7870162280371467,0.15356739116834442,0.6554795186247057,0.1814081036504183,0.5535401155623213,0.1802238309749786,0.46444414094828024,0.1973108349349578
CP2C9_HUMAN_Amorosi_2021_activity,0.8422787726880431,0.1367001820686995,0.6868512865724459,0.1725890179952007,0.6414701754046421,0.16204548987646014,0.46971591656071,0.19429100665639612
CSN4_MOUSE_Tsuboyama_2023_1UFM,0.7982841306618794,0.1539503184695625,0.6264638274953354,0.18450815867267856,0.3938244176428722,0.19178649278871604,0.20397516144056424,0.2648941689725966
CUE1_YEAST_Tsuboyama_2023_2MYX,0.7441634907254602,0.18485295997954226,0.5758860209223405,0.20363226775370094,0.528409229014556,0.17846384895945075,0.35457622456773563,0.22741657077100116
D7PM05_CLYGR_Somermeyer_2022,0.7071292699875703,0.20289535885675852,0.6025303902226269,0.19805546128497745,0.44519543581183985,0.20605059124614258,0.3309699473576667,0.2340857858183065
DLG4_HUMAN_Faure_2021,0.8001158056709349,0.1528008228688226,0.6515389176868299,0.17489051670606146,0.5838530559773456,0.18503490445094348,0.4316123338889816,0.21031320236542972
DLG4_RAT_McLaughlin_2012,0.695494013600912,0.1977406808230325,0.49906777241549427,0.21783908244885403,0.5847641346385876,0.18804558914013228,0.3919444186354151,0.21056302553570738
DN7A_SACS2_Tsuboyama_2023_1JIC,0.6516319462906608,0.20785394694790668,0.37655008631133163,0.2477991601171213,0.46659354507490397,0.21222453382647558,0.3787131715348815,0.2388176467454991
DNJA1_HUMAN_Tsuboyama_2023_2LO1,0.847839757751475,0.11439699278563016,0.8163594811166417,0.12977735603618995,0.7597535714596735,0.13674984467828988,0.6802443187951375,0.1652346050500589
DOCK1_MOUSE_Tsuboyama_2023_2M0Y,0.7576225118403972,0.1837440542082879,0.2562759363391131,0.273536676913528,0.5008689002466035,0.24406262188243089,0.2568633685646812,0.2138239299228785
DYR_ECOLI_Nguyen_2023,0.6502122306812248,0.21055409058825098,0.5680449752221554,0.1932730151404433,0.39541327165241835,0.21221219055677346,0.4149161227439652,0.23169723121179434
DYR_ECOLI_Thompson_2019,0.570483782693407,0.23592448486650774,0.6333642509508853,0.1854582191024674,0.3564692947604752,0.2221027525805443,0.46913371892160144,0.20716259638262907
ENVZ_ECOLI_Ghose_2023,0.13928733433290244,0.3407101217766529,0.45507203913621636,0.24644511771500927,0.08517068693738034,0.2993069058649905,0.17590738340700857,0.27312400683479715
ENV_HV1B9_DuenasDecamp_2016,0.5959840549124189,0.23663157894736844,0.40217580452413665,0.2416756756756757,0.2108505665635417,0.22664864864864862,0.16168581152644668,0.2518702064896755
ENV_HV1BR_Haddox_2016,0.41949541316075906,0.26686158487709843,0.4103097299847594,0.2466986328650564,0.3255539051154356,0.25044244831048584,0.298274444245572,0.24613083669291397
EPHB2_HUMAN_Tsuboyama_2023_1F0M,0.762466292289245,0.1404425365312288,0.818242271368009,0.13193909639327428,0.8652308164221454,0.11746325888846106,0.6486727038201091,0.15659989826746412
ERBB2_HUMAN_Elazar_2016,0.42367886489278106,0.26725460122699385,0.5207917631095857,0.2005768702499771,0.4541862878122756,0.21829502792784544,0.49418235954692585,0.21200792433537832
ESTA_BACSU_Nutschel_2020,0.6030181243431478,0.22043131199423321,0.3970453289890346,0.25330408406456506,0.33162645715356964,0.21850287076156424,0.2456468793305805,0.24819880368719113
F7YBW8_MESOW_Aakre_2015,0.44108304865214565,0.2761987321375307,0.20279349224851795,0.26874940010331705,0.3330457243437439,0.23898731238736773,0.4528495892345281,0.23187976495468313
F7YBW8_MESOW_Ding_2023,0.6901600066202218,0.2039932730615054,0.5341743864246027,0.20809523837352456,0.42277342141473395,0.20813020507042426,0.33190241215377475,0.24123518091258436
FECA_ECOLI_Tsuboyama_2023_2D1U,0.7008981807741654,0.20856963404206166,0.3711574411363928,0.2487571730481412,0.4702504106265523,0.19443472996247074,0.3896359286935499,0.2346143171357386
FKBP3_HUMAN_Tsuboyama_2023_2KFV,0.6853323338674873,0.19866709011818146,0.4183675955535252,0.2433245451184784,0.4262418151362875,0.2168299053878934,0.3749424854397738,0.22312141739484434
GAL4_YEAST_Kitzman_2015,0.6641197835316489,0.19165686018131103,0.5166422484555521,0.21419270324170026,0.5822035475653278,0.19962069370038713,0.5280610002716005,0.21495133115570753
GCN4_YEAST_Staller_2018,0.30085948876326196,0.29235385889643145,0.3414467953376226,0.2671660883127987,0.17712759538739142,0.302610441096412,0.2013585709738994,0.26532865588311344
GDIA_HUMAN_Silverstein_2021,0.6301120788629689,0.21786121499589528,0.3893733774081853,0.2456804405774661,0.5046729485389405,0.2030852739093332,0.3139236597549759,0.22588023351272463
GFP_AEQVI_Sarkisyan_2016,0.7656866953256193,0.1745438985592997,0.7126419729988971,0.1706837877044795,0.5466543450390912,0.1938681635479497,0.5951368558808019,0.1869928634863974
GLPA_HUMAN_Elazar_2016,0.5271078525950222,0.2548185941043084,0.5973755656108598,0.17695078031212488,0.4677828054298642,0.20944377751100446,0.466431924882629,0.22242023569991373
GRB2_HUMAN_Faure_2021,0.796730008297291,0.1683198597122999,0.5793472091579019,0.1969765510517022,0.4900237147453049,0.20136755065996323,0.34164769722550814,0.2188085790199553
HCP_LAMBD_Tsuboyama_2023_2L6Q,0.8575652579500591,0.154067834183108,0.6866514316440382,0.17873221431747446,0.589048398236693,0.18185026678523789,0.5300108255857207,0.18989414763910442
HECD1_HUMAN_Tsuboyama_2023_3DKM,0.6937055031025248,0.22013800638211753,0.4542755221345343,0.23143108918208433,-0.07778591767457714,0.2746177418335755,0.0825844902583071,0.26655138101730347
HEM3_HUMAN_Loggerenberg_2023,0.529805078456504,0.23024501848940046,0.5534125967472024,0.21898336596751716,0.29654503953116684,0.23919384739690994,0.34301488100307215,0.23571251417660136
HIS7_YEAST_Pokusaeva_2019,0.7472298080755189,0.18353781678009526,0.4854902314084947,0.22275740009308867,0.548394923476943,0.1866026516903929,0.2974753593552063,0.23918127545141069
HMDH_HUMAN_Jiang_2019,0.46084638557499674,0.26248563097526517,0.5792219218382686,0.21680829084307374,0.2707115105240616,0.246371093318144,0.3841076000335779,0.2302311380982834
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,0.4857900627265893,0.2563825352521115,0.4631767989726063,0.23327034111196412,0.2662436612804509,0.26509144471751167,0.29151653084179957,0.2439071543359795
HSP82_YEAST_Flynn_2019,0.48567418645291816,0.2529457178589022,0.5263628584360956,0.22147040269751792,0.3144855114332432,0.23857254498284278,0.3190821904392945,0.238798426268579
HSP82_YEAST_Mishra_2016,0.5545004442024372,0.2307543817131304,0.6906329000310756,0.18443421310684005,0.4323119519768263,0.21111939801265223,0.4505504752297048,0.20362938342849954
HXK4_HUMAN_Gersing_2022_activity,0.6230716813683179,0.22189853026975084,0.5719774204234098,0.20459452507260265,0.4483545641825457,0.21888484608989675,0.4563950228596107,0.21431772942549251
HXK4_HUMAN_Gersing_2023_abundance,0.4731423905139188,0.2601536337924876,0.38367145234452066,0.2381931318538718,0.37677088013166005,0.22646986817356932,0.3093167119008411,0.2382701669949056
I6TAH8_I68A0_Doud_2015,0.4653732064656919,0.27381918239133546,0.32627399691233466,0.257783887574049,0.26232367575248294,0.2615652661344237,0.2740560831237293,0.2491583666918356
IF1_ECOLI_Kelsic_2016,0.707014236370457,0.20232130340696577,0.5356850533225535,0.20175460401559644,0.38701513891728667,0.22910526203649118,0.5088094802832279,0.19941447016297606
ILF3_HUMAN_Tsuboyama_2023_2L33,0.5789730437467289,0.23410480223253793,0.5189949604339832,0.20990855415234647,0.39027272712316236,0.21958188436743745,0.2814254467692773,0.23481490182459513
ISDH_STAAW_Tsuboyama_2023_2LHR,0.6221724889877633,0.21597379838829855,0.3196513537412101,0.25097311331453936,0.3117148407950898,0.23917120313664494,0.2639459809631462,0.26492271054713024
KCNE1_HUMAN_Muhammad_2023_expression,0.24038139939991446,0.3354168332192087,0.19769713986664741,0.28558619543014585,0.1089632912998135,0.25803653428974077,-0.02134591523106527,0.29338518646999756
KCNE1_HUMAN_Muhammad_2023_function,0.7680048597153226,0.1800403983875622,0.50022357895796,0.21009162432473025,0.4907497925874805,0.20202308995136506,0.5365699629624171,0.2000904792481466
KCNH2_HUMAN_Kozek_2020,0.46592635885447115,0.24266949152542375,0.7355400696864114,0.175,-0.12439024390243905,0.268109756097561,0.40029222676797205,0.23245762711864407
KCNJ2_MOUSE_Coyote-Maestas_2022_function,0.41842753851806896,0.2820246555810675,0.40224452897594826,0.24500427286488938,0.2833438650736274,0.24786072397842784,0.35257199371245085,0.23753679396782157
KCNJ2_MOUSE_Coyote-Maestas_2022_surface,0.4400584617949941,0.2735325410722916,0.3956386971493105,0.255255840850483,0.2705724884130883,0.2542774004104531,0.26258274185357217,0.2595935550005857
KKA2_KLEPN_Melnikov_2014,0.7542503105897423,0.1750554696040466,0.6663607070278292,0.17932826618359599,0.6132455521525063,0.1864298692653542,0.5688676714352088,0.19098723156880548
LGK_LIPST_Klesmith_2015,0.7157354636512657,0.18839995053942934,0.5451280732536719,0.2061920903237546,0.5716390573505793,0.191275118437785,0.35230661985903516,0.22436173025256728
LYAM1_HUMAN_Elazar_2016,0.4523973367889539,0.2820684956213303,0.36672473867595823,0.24614443916026907,0.22874564459930322,0.2699571981792241,0.5135877165447565,0.19942674902103263
MAFG_MOUSE_Tsuboyama_2023_1K1V,0.7910666010709563,0.16901741071881335,0.731575143814303,0.15267941169373325,0.5838607446680629,0.18046137882773097,0.6254964829333333,0.1936886776290764
MBD11_ARATH_Tsuboyama_2023_6ACV,0.8289078430428015,0.13600768124816956,0.7889203462313498,0.13348352997414337,0.7249247167575463,0.14219384872781,0.7059293611071208,0.1577874144679038
MET_HUMAN_Estevam_2023,0.7121436575987964,0.19646745512836017,0.6017957419119924,0.20206301187562906,0.5259464523127431,0.1989293772830044,0.45116851840261585,0.20602462029708526
MK01_HUMAN_Brenan_2016,0.1678345556194483,0.34664013288811346,0.2586353351069444,0.27460830434835426,0.09939112916401695,0.2895618351632451,0.1910298305029143,0.2571531158371606
MLAC_ECOLI_MacRae_2023,0.5344124145429103,0.2539775661851297,0.3871606436626322,0.24515325317126815,0.2419616401740225,0.24528982077466382,0.35867724402954076,0.23902556753226767
MSH2_HUMAN_Jia_2020,0.5011713018770189,0.25551019237867534,0.5314924651876967,0.22986544276914672,0.28341654187144244,0.24330015678660272,0.2806619522336427,0.23954777404252622
MTH3_HAEAE_RockahShmuel_2015,0.8142118057764837,0.147463109909243,0.7324701589415105,0.1562773090360138,0.6673266774583472,0.15694569018997004,0.5394650320646831,0.18159678052425246
MTHR_HUMAN_Weile_2021,0.4871760632222909,0.26189007900374806,0.25833770475617135,0.28243399732488306,0.3139420448789154,0.24907001161012715,0.14069373840221455,0.2606123791645949
MYO3_YEAST_Tsuboyama_2023_2BTT,0.6764694931845983,0.20973897778341663,0.4982012318358923,0.2122301840056617,0.22617003546022332,0.2709505484784147,0.333134585671354,0.22446464407244443
NCAP_I34A1_Doud_2015,0.5173067872932383,0.2605829201243115,0.45234792809104446,0.22955290437030568,0.32279736656791297,0.25412578946261766,0.26545440370206247,0.2500189567763769
NKX31_HUMAN_Tsuboyama_2023_2L9R,0.7344242467176901,0.18600553323232988,0.6016841747990525,0.1865159030074004,0.6296600756210088,0.15854670871655227,0.5306556351937957,0.1946388013856542
NPC1_HUMAN_Erwood_2022_HEK293T,0.7848992213508658,0.15664509706321555,0.7796642433324558,0.14994904844528906,0.6398290840606712,0.16710044341623287,0.6849568824013554,0.15633176347462063
NRAM_I33A0_Jiang_2016,0.7566759042879104,0.18471943541133326,0.6640484931272944,0.2101510067114094,0.3938359088192606,0.20211667527103766,0.5033268462023984,0.18968380267072582
NUD15_HUMAN_Suiter_2020,0.7839190704889273,0.15504539332680065,0.691178849852237,0.16140598527757957,0.6289059054806561,0.16842989232725233,0.5021743878087417,0.1958007630434037
NUSA_ECOLI_Tsuboyama_2023_1WCL,0.7654925175102126,0.1426855769565299,0.5474562890435878,0.20055504525096304,0.544658293142601,0.17691132804990065,0.2733193320024159,0.23092579062728313
NUSG_MYCTU_Tsuboyama_2023_2MI6,0.6977759031865596,0.21966322166785457,0.36582937838344914,0.2552733534222988,0.6808330197037056,0.20048966853207056,0.41961098177476097,0.24395417557614632
OBSCN_HUMAN_Tsuboyama_2023_1V1C,0.9104145702346323,0.10024790031699495,0.7847613970630278,0.1391912934680611,0.5815856956745411,0.14894942269246986,0.6697232846087704,0.15284114116210662
ODP2_GEOSE_Tsuboyama_2023_1W4G,0.22639547149177014,0.34464455297788626,0.234885995741071,0.27145547484530536,0.43910683679299184,0.22738369254376786,0.38407597804850724,0.25294510016732236
OTC_HUMAN_Lo_2023,0.8291197685366208,0.13752042241848791,0.6152947200983797,0.1879690038422858,0.5727067071137963,0.1796320173289667,0.3478684208155805,0.22445362631117846
OTU7A_HUMAN_Tsuboyama_2023_2L2D,0.6494553519085305,0.20325601191742926,0.5668087588501083,0.20702919947506562,0.5966087900162779,0.19306102362204725,0.43635696576873045,0.2247657391242384
OXDA_RHOTO_Vanella_2023_activity,0.5436507423733221,0.24066998263190262,0.294325629916889,0.26355485288937774,0.37465646183650525,0.2328187486671507,0.3136712670757175,0.23998456411069358
OXDA_RHOTO_Vanella_2023_expression,0.4552996557942933,0.2600768311724377,0.3134770952084857,0.26016734891566357,0.36489521814694803,0.23095081368978942,0.2411120129283569,0.2552097364281804
P53_HUMAN_Giacomelli_2018_Null_Etoposide,0.643538080614462,0.2257324676493237,0.44634182106197295,0.22522192479390865,0.4611585050159452,0.21296703793112182,0.3505776123806545,0.2240495146208774
P53_HUMAN_Giacomelli_2018_Null_Nutlin,0.6219216998155368,0.22795258360085346,0.39595125454703256,0.23564535263759906,0.45103828203880003,0.2182574278796795,0.3498841588353827,0.2218812503063206
P53_HUMAN_Giacomelli_2018_WT_Nutlin,0.6690646520532763,0.21087891253393912,0.4928784945455399,0.20587815752349467,0.4710819744000894,0.21337558493590017,0.40558150805695287,0.20597362612173217
P53_HUMAN_Kotler_2018,0.7680691326428191,0.15869769680001747,0.7523958799820869,0.1528516902944384,0.6696932377966862,0.16294438386041438,0.5861190019421446,0.18496139460618125
P84126_THETH_Chan_2017,0.7400812940053393,0.15229669204323582,0.5771063443375526,0.19665515344449752,0.574422829347198,0.19330489597518194,0.33717783209646457,0.20333942791732984
PABP_YEAST_Melamed_2013,0.8234613661576895,0.14251439627222218,0.7439856315216558,0.15655811975529804,0.6205881204163937,0.16842538178565333,0.5447828273931391,0.18135739236285123
PAI1_HUMAN_Huttinger_2021,0.5637274056911877,0.23501365312066944,0.517307810571627,0.21217805724533798,0.42144794724872164,0.23607142659456112,0.2995018487662464,0.24026838867973024
PA_I34A1_Wu_2015,0.62482962043188,0.22349985540775016,0.5725550660083348,0.20469940112797255,0.3996060046464923,0.2311813186813187,0.4339417106903976,0.221027844336115
PHOT_CHLRE_Chen_2023,0.8512268947238196,0.14198050483126656,0.7366400095854112,0.163657302680356,0.5581196687224749,0.18071360156552277,0.4924784067321617,0.19079507652915645
PIN1_HUMAN_Tsuboyama_2023_1I6C,0.8580456877613376,0.1348375385066745,0.7006261180679787,0.17303156836590694,0.5930288461538462,0.1787778615476812,0.6914191734031108,0.1416380922693267
PITX2_HUMAN_Tsuboyama_2023_2L7M,0.7660343688410257,0.18812389638869903,0.49201960049417676,0.23086789503319108,0.29609008083584354,0.2625735315908013,0.4345819512834533,0.22345191814764184
PKN1_HUMAN_Tsuboyama_2023_1URF,0.5987030869930433,0.22735645572534852,0.3934129417346386,0.23744132783450447,0.31526794750101605,0.24044175312235413,0.15646796351703515,0.27114140421784566
POLG_CXB3N_Mattenberger_2021,0.5848196279288431,0.24215563400008921,0.49821213572481315,0.23107211119679774,0.3747100409599265,0.22901103036213422,0.33380149906720546,0.22762812751189132
POLG_DEN26_Suphatrakul_2023,0.7459945561451048,0.18680252658262805,0.6853554325139489,0.18114598966319445,0.47429317579281643,0.21178983077600097,0.4742772385338,0.1980223681713099
POLG_HCVJF_Qi_2014,0.765781028067665,0.17359944251234158,0.7301472729796243,0.1578898558995577,0.5004975457839593,0.19241332572406908,0.6477671075374515,0.14973949174840112
POLG_PESV_Tsuboyama_2023_2MXD,0.8422304319114874,0.15442629792294996,0.6606399062569679,0.184486311477293,0.4924633194449204,0.19470140799768132,0.27781356255264067,0.23174914600683197
PPARG_HUMAN_Majithia_2016,0.821072745452259,0.1538746205580211,0.7193377065246948,0.1602497105555981,0.677499147739709,0.16552897372250278,0.5874608260193214,0.1804996085382849
PPM1D_HUMAN_Miller_2022,0.6950232064158895,0.19137501910223143,0.6452873301198268,0.18161335375177431,0.5992833093631915,0.1870386502152252,0.5581574788194005,0.19080564071441677
PR40A_HUMAN_Tsuboyama_2023_1UZC,0.8042855272814426,0.12557000665490003,0.7573045819736072,0.13146655846193595,0.8051649108197096,0.12819706300055025,0.7274548142751996,0.14743695156573386
PRKN_HUMAN_Clausen_2023,0.8189615623831928,0.1493130696224019,0.7153865566490291,0.15998781356042502,0.6354942152846932,0.16609216270127133,0.5418496178911167,0.18799791077826858
PSAE_PICP2_Tsuboyama_2023_1PSE,0.6411027289696158,0.1654837559054545,0.5015967457956407,0.21410326838092508,0.5735858984477769,0.16071084923320236,0.3480904755972591,0.21186429202359922
PTEN_HUMAN_Matreyek_2021,0.6330621192543048,0.20581209951084664,0.43863634911473093,0.22308199268599363,0.5109213580693618,0.19734100047378939,0.3548461977734079,0.2264328295476566
PTEN_HUMAN_Mighell_2018,0.7008873180644354,0.20434669427458174,0.6358001278788507,0.18842064220852098,0.38350469706911877,0.2168778071375474,0.39165939183767773,0.2118756724354313
Q2N0S5_9HIV1_Haddox_2018,0.6603198687056899,0.2060793195051677,0.531658420694698,0.2140831378759696,0.5275155470755623,0.2012415141669295,0.4629361216051779,0.2129812204780884
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,0.5182570412760051,0.25997021434026085,0.30271754001291173,0.274509845581174,0.34991974237206097,0.23240028002753535,0.3045107686353669,0.2428617962645773
Q53Z42_HUMAN_McShan_2019_expression,0.7628273909279578,0.1577505651639524,0.6486673255673036,0.1876978205823838,0.512464691392758,0.2051969779180848,0.2908365929624277,0.2275826072165401
Q59976_STRSQ_Romero_2015,0.7719684068623544,0.16269211688448992,0.7380669129439007,0.16092732665274387,0.6749260519439285,0.15756971622119653,0.5493860858049926,0.18460824832235745
Q6WV12_9MAXI_Somermeyer_2022,0.4440750900867303,0.281051846258514,0.3379465203541697,0.2519598592210867,0.22779495835908997,0.263526174815898,0.17184224697939446,0.27494584628613006
Q837P4_ENTFA_Meier_2023,0.7676736941244657,0.1881618898268326,0.5513922901606696,0.21684083170945845,0.4760134166261425,0.19172252082485708,0.31660681028123533,0.2260622963568833
Q837P5_ENTFA_Meier_2023,0.6263918097194373,0.23349789143398364,0.5383620105676735,0.21511943089161054,0.24826962516907497,0.2598105922311837,0.1497057131909029,0.25511304477167934
Q8WTC7_9CNID_Somermeyer_2022,0.4031307199846859,0.2930424064439721,0.3958820363863921,0.24738535058021166,0.1909112839055313,0.2698466342996793,0.22256347683640895,0.26004452497845787
R1AB_SARS2_Flynn_2022,0.6320992954956972,0.21856894514680092,0.47854982031005155,0.21922119654340097,0.5246244000102988,0.21786973264790968,0.5144039708817226,0.20647558933737464
RAD_ANTMA_Tsuboyama_2023_2CJJ,0.7962046781847677,0.17633744431611947,0.5797925961879515,0.19126168523498524,0.2961851513058412,0.2444895313100269,0.18000162654521795,0.25541027333223343
RAF1_HUMAN_Zinkus-Boltz_2019,0.6555976837674795,0.2169676563615957,0.45735690484481656,0.2217845117845118,0.29417559252739844,0.2201683501683502,0.2785698283535122,0.24340342197485054
